----------------------------------------
chain_id_jsonl is NOT loaded
----------------------------------------
fixed_positions_jsonl is NOT loaded
----------------------------------------
pssm_jsonl is NOT loaded
----------------------------------------
omit_AA_jsonl is NOT loaded
----------------------------------------
bias_AA_jsonl is NOT loaded
----------------------------------------
tied_positions_jsonl is NOT loaded
----------------------------------------
bias by residue dictionary is not loaded, or not provided
----------------------------------------
----------------------------------------
Number of edges: 48
Training noise level: 0.2A
Score for 2B3P_new from PDB, mean: 1.0754, std: 0.0000, sample size: 1,  global score, mean: 1.0754, std: 0.0000, sample size: 1
Score for 2B3P_new_190 from FASTA, mean: 2.9670, std: 0.0000, sample size: 1,  global score, mean: 2.9670, std: 0.0000, sample size: 1
Score for 2B3P_new_191 from FASTA, mean: 3.0226, std: 0.0000, sample size: 1,  global score, mean: 3.0226, std: 0.0000, sample size: 1
Score for 2B3P_new_192 from FASTA, mean: 2.9754, std: 0.0000, sample size: 1,  global score, mean: 2.9754, std: 0.0000, sample size: 1
Score for 2B3P_new_193 from FASTA, mean: 2.9860, std: 0.0000, sample size: 1,  global score, mean: 2.9860, std: 0.0000, sample size: 1
Score for 2B3P_new_194 from FASTA, mean: 2.9606, std: 0.0000, sample size: 1,  global score, mean: 2.9606, std: 0.0000, sample size: 1
Score for 2B3P_new_195 from FASTA, mean: 3.0126, std: 0.0000, sample size: 1,  global score, mean: 3.0126, std: 0.0000, sample size: 1
Score for 2B3P_new_196 from FASTA, mean: 3.0490, std: 0.0000, sample size: 1,  global score, mean: 3.0490, std: 0.0000, sample size: 1
Score for 2B3P_new_197 from FASTA, mean: 3.0383, std: 0.0000, sample size: 1,  global score, mean: 3.0383, std: 0.0000, sample size: 1
Score for 2B3P_new_198 from FASTA, mean: 2.9589, std: 0.0000, sample size: 1,  global score, mean: 2.9589, std: 0.0000, sample size: 1
Score for 2B3P_new_199 from FASTA, mean: 3.0389, std: 0.0000, sample size: 1,  global score, mean: 3.0389, std: 0.0000, sample size: 1
Score for 2B3P_new_200 from FASTA, mean: 3.0221, std: 0.0000, sample size: 1,  global score, mean: 3.0221, std: 0.0000, sample size: 1
Score for 2B3P_new_201 from FASTA, mean: 3.0439, std: 0.0000, sample size: 1,  global score, mean: 3.0439, std: 0.0000, sample size: 1
Score for 2B3P_new_202 from FASTA, mean: 3.1676, std: 0.0000, sample size: 1,  global score, mean: 3.1676, std: 0.0000, sample size: 1
Score for 2B3P_new_203 from FASTA, mean: 3.0115, std: 0.0000, sample size: 1,  global score, mean: 3.0115, std: 0.0000, sample size: 1
Score for 2B3P_new_204 from FASTA, mean: 2.9824, std: 0.0000, sample size: 1,  global score, mean: 2.9824, std: 0.0000, sample size: 1
Score for 2B3P_new_205 from FASTA, mean: 3.1178, std: 0.0000, sample size: 1,  global score, mean: 3.1178, std: 0.0000, sample size: 1
Score for 2B3P_new_206 from FASTA, mean: 3.0229, std: 0.0000, sample size: 1,  global score, mean: 3.0229, std: 0.0000, sample size: 1
Score for 2B3P_new_207 from FASTA, mean: 3.1231, std: 0.0000, sample size: 1,  global score, mean: 3.1231, std: 0.0000, sample size: 1
Score for 2B3P_new_208 from FASTA, mean: 3.0793, std: 0.0000, sample size: 1,  global score, mean: 3.0793, std: 0.0000, sample size: 1
Score for 2B3P_new_209 from FASTA, mean: 3.0392, std: 0.0000, sample size: 1,  global score, mean: 3.0392, std: 0.0000, sample size: 1
Score for 2B3P_new_210 from FASTA, mean: 3.0603, std: 0.0000, sample size: 1,  global score, mean: 3.0603, std: 0.0000, sample size: 1
Score for 2B3P_new_211 from FASTA, mean: 3.1236, std: 0.0000, sample size: 1,  global score, mean: 3.1236, std: 0.0000, sample size: 1
Score for 2B3P_new_212 from FASTA, mean: 3.0403, std: 0.0000, sample size: 1,  global score, mean: 3.0403, std: 0.0000, sample size: 1
Score for 2B3P_new_213 from FASTA, mean: 3.0631, std: 0.0000, sample size: 1,  global score, mean: 3.0631, std: 0.0000, sample size: 1
Score for 2B3P_new_214 from FASTA, mean: 3.0515, std: 0.0000, sample size: 1,  global score, mean: 3.0515, std: 0.0000, sample size: 1
Score for 2B3P_new_215 from FASTA, mean: 3.1283, std: 0.0000, sample size: 1,  global score, mean: 3.1283, std: 0.0000, sample size: 1
Score for 2B3P_new_216 from FASTA, mean: 3.1583, std: 0.0000, sample size: 1,  global score, mean: 3.1583, std: 0.0000, sample size: 1
Score for 2B3P_new_217 from FASTA, mean: 3.0060, std: 0.0000, sample size: 1,  global score, mean: 3.0060, std: 0.0000, sample size: 1
Score for 2B3P_new_218 from FASTA, mean: 3.1542, std: 0.0000, sample size: 1,  global score, mean: 3.1542, std: 0.0000, sample size: 1
Score for 2B3P_new_219 from FASTA, mean: 3.0275, std: 0.0000, sample size: 1,  global score, mean: 3.0275, std: 0.0000, sample size: 1
Score for 2B3P_new_220 from FASTA, mean: 3.0973, std: 0.0000, sample size: 1,  global score, mean: 3.0973, std: 0.0000, sample size: 1
Score for 2B3P_new_221 from FASTA, mean: 3.0609, std: 0.0000, sample size: 1,  global score, mean: 3.0609, std: 0.0000, sample size: 1
Score for 2B3P_new_222 from FASTA, mean: 3.0642, std: 0.0000, sample size: 1,  global score, mean: 3.0642, std: 0.0000, sample size: 1
Score for 2B3P_new_223 from FASTA, mean: 3.1500, std: 0.0000, sample size: 1,  global score, mean: 3.1500, std: 0.0000, sample size: 1
Score for 2B3P_new_224 from FASTA, mean: 3.1506, std: 0.0000, sample size: 1,  global score, mean: 3.1506, std: 0.0000, sample size: 1
Score for 2B3P_new_225 from FASTA, mean: 3.0888, std: 0.0000, sample size: 1,  global score, mean: 3.0888, std: 0.0000, sample size: 1
Score for 2B3P_new_226 from FASTA, mean: 2.9368, std: 0.0000, sample size: 1,  global score, mean: 2.9368, std: 0.0000, sample size: 1
Score for 2B3P_new_227 from FASTA, mean: 2.9719, std: 0.0000, sample size: 1,  global score, mean: 2.9719, std: 0.0000, sample size: 1
Score for 2B3P_new_228 from FASTA, mean: 3.0929, std: 0.0000, sample size: 1,  global score, mean: 3.0929, std: 0.0000, sample size: 1
Score for 2B3P_new_229 from FASTA, mean: 3.0975, std: 0.0000, sample size: 1,  global score, mean: 3.0975, std: 0.0000, sample size: 1
Score for 2B3P_new_230 from FASTA, mean: 3.1037, std: 0.0000, sample size: 1,  global score, mean: 3.1037, std: 0.0000, sample size: 1
Score for 2B3P_new_231 from FASTA, mean: 3.0013, std: 0.0000, sample size: 1,  global score, mean: 3.0013, std: 0.0000, sample size: 1
Score for 2B3P_new_232 from FASTA, mean: 3.0774, std: 0.0000, sample size: 1,  global score, mean: 3.0774, std: 0.0000, sample size: 1
Score for 2B3P_new_233 from FASTA, mean: 2.9893, std: 0.0000, sample size: 1,  global score, mean: 2.9893, std: 0.0000, sample size: 1
Score for 2B3P_new_234 from FASTA, mean: 3.0574, std: 0.0000, sample size: 1,  global score, mean: 3.0574, std: 0.0000, sample size: 1
Score for 2B3P_new_235 from FASTA, mean: 3.0310, std: 0.0000, sample size: 1,  global score, mean: 3.0310, std: 0.0000, sample size: 1
Score for 2B3P_new_236 from FASTA, mean: 3.0052, std: 0.0000, sample size: 1,  global score, mean: 3.0052, std: 0.0000, sample size: 1
Score for 2B3P_new_237 from FASTA, mean: 3.0830, std: 0.0000, sample size: 1,  global score, mean: 3.0830, std: 0.0000, sample size: 1
Score for 2B3P_new_238 from FASTA, mean: 3.0679, std: 0.0000, sample size: 1,  global score, mean: 3.0679, std: 0.0000, sample size: 1
Score for 2B3P_new_239 from FASTA, mean: 3.1274, std: 0.0000, sample size: 1,  global score, mean: 3.1274, std: 0.0000, sample size: 1
Score for 2B3P_new_240 from FASTA, mean: 3.0177, std: 0.0000, sample size: 1,  global score, mean: 3.0177, std: 0.0000, sample size: 1
Score for 2B3P_new_241 from FASTA, mean: 3.0322, std: 0.0000, sample size: 1,  global score, mean: 3.0322, std: 0.0000, sample size: 1
Score for 2B3P_new_242 from FASTA, mean: 3.0688, std: 0.0000, sample size: 1,  global score, mean: 3.0688, std: 0.0000, sample size: 1
Score for 2B3P_new_243 from FASTA, mean: 2.9414, std: 0.0000, sample size: 1,  global score, mean: 2.9414, std: 0.0000, sample size: 1
Score for 2B3P_new_244 from FASTA, mean: 3.1123, std: 0.0000, sample size: 1,  global score, mean: 3.1123, std: 0.0000, sample size: 1
Score for 2B3P_new_245 from FASTA, mean: 3.1050, std: 0.0000, sample size: 1,  global score, mean: 3.1050, std: 0.0000, sample size: 1
Score for 2B3P_new_246 from FASTA, mean: 3.0454, std: 0.0000, sample size: 1,  global score, mean: 3.0454, std: 0.0000, sample size: 1
Score for 2B3P_new_247 from FASTA, mean: 2.9677, std: 0.0000, sample size: 1,  global score, mean: 2.9677, std: 0.0000, sample size: 1
Score for 2B3P_new_248 from FASTA, mean: 3.0664, std: 0.0000, sample size: 1,  global score, mean: 3.0664, std: 0.0000, sample size: 1
Score for 2B3P_new_249 from FASTA, mean: 2.9091, std: 0.0000, sample size: 1,  global score, mean: 2.9091, std: 0.0000, sample size: 1
Score for 2B3P_new_250 from FASTA, mean: 3.0717, std: 0.0000, sample size: 1,  global score, mean: 3.0717, std: 0.0000, sample size: 1
Score for 2B3P_new_251 from FASTA, mean: 3.0051, std: 0.0000, sample size: 1,  global score, mean: 3.0051, std: 0.0000, sample size: 1
Score for 2B3P_new_252 from FASTA, mean: 3.0539, std: 0.0000, sample size: 1,  global score, mean: 3.0539, std: 0.0000, sample size: 1
Score for 2B3P_new_253 from FASTA, mean: 3.0522, std: 0.0000, sample size: 1,  global score, mean: 3.0522, std: 0.0000, sample size: 1
Score for 2B3P_new_254 from FASTA, mean: 3.0575, std: 0.0000, sample size: 1,  global score, mean: 3.0575, std: 0.0000, sample size: 1
Score for 2B3P_new_255 from FASTA, mean: 3.1557, std: 0.0000, sample size: 1,  global score, mean: 3.1557, std: 0.0000, sample size: 1
Score for 2B3P_new_256 from FASTA, mean: 3.0907, std: 0.0000, sample size: 1,  global score, mean: 3.0907, std: 0.0000, sample size: 1
Score for 2B3P_new_257 from FASTA, mean: 3.1395, std: 0.0000, sample size: 1,  global score, mean: 3.1395, std: 0.0000, sample size: 1
Score for 2B3P_new_258 from FASTA, mean: 3.1264, std: 0.0000, sample size: 1,  global score, mean: 3.1264, std: 0.0000, sample size: 1
Score for 2B3P_new_259 from FASTA, mean: 3.1257, std: 0.0000, sample size: 1,  global score, mean: 3.1257, std: 0.0000, sample size: 1
Score for 2B3P_new_260 from FASTA, mean: 3.0327, std: 0.0000, sample size: 1,  global score, mean: 3.0327, std: 0.0000, sample size: 1
Score for 2B3P_new_261 from FASTA, mean: 2.9632, std: 0.0000, sample size: 1,  global score, mean: 2.9632, std: 0.0000, sample size: 1
Score for 2B3P_new_262 from FASTA, mean: 3.1602, std: 0.0000, sample size: 1,  global score, mean: 3.1602, std: 0.0000, sample size: 1
Score for 2B3P_new_263 from FASTA, mean: 2.9962, std: 0.0000, sample size: 1,  global score, mean: 2.9962, std: 0.0000, sample size: 1
Score for 2B3P_new_264 from FASTA, mean: 3.0801, std: 0.0000, sample size: 1,  global score, mean: 3.0801, std: 0.0000, sample size: 1
Score for 2B3P_new_265 from FASTA, mean: 3.1220, std: 0.0000, sample size: 1,  global score, mean: 3.1220, std: 0.0000, sample size: 1
Score for 2B3P_new_266 from FASTA, mean: 3.1371, std: 0.0000, sample size: 1,  global score, mean: 3.1371, std: 0.0000, sample size: 1
Score for 2B3P_new_267 from FASTA, mean: 3.1569, std: 0.0000, sample size: 1,  global score, mean: 3.1569, std: 0.0000, sample size: 1
Score for 2B3P_new_268 from FASTA, mean: 2.9981, std: 0.0000, sample size: 1,  global score, mean: 2.9981, std: 0.0000, sample size: 1
Score for 2B3P_new_269 from FASTA, mean: 3.0709, std: 0.0000, sample size: 1,  global score, mean: 3.0709, std: 0.0000, sample size: 1
Score for 2B3P_new_270 from FASTA, mean: 3.0804, std: 0.0000, sample size: 1,  global score, mean: 3.0804, std: 0.0000, sample size: 1
Score for 2B3P_new_271 from FASTA, mean: 3.0247, std: 0.0000, sample size: 1,  global score, mean: 3.0247, std: 0.0000, sample size: 1
Score for 2B3P_new_272 from FASTA, mean: 2.9454, std: 0.0000, sample size: 1,  global score, mean: 2.9454, std: 0.0000, sample size: 1
Score for 2B3P_new_273 from FASTA, mean: 3.0603, std: 0.0000, sample size: 1,  global score, mean: 3.0603, std: 0.0000, sample size: 1
Score for 2B3P_new_274 from FASTA, mean: 3.1562, std: 0.0000, sample size: 1,  global score, mean: 3.1562, std: 0.0000, sample size: 1
Score for 2B3P_new_275 from FASTA, mean: 3.0434, std: 0.0000, sample size: 1,  global score, mean: 3.0434, std: 0.0000, sample size: 1
Score for 2B3P_new_276 from FASTA, mean: 3.1781, std: 0.0000, sample size: 1,  global score, mean: 3.1781, std: 0.0000, sample size: 1
Score for 2B3P_new_277 from FASTA, mean: 2.9966, std: 0.0000, sample size: 1,  global score, mean: 2.9966, std: 0.0000, sample size: 1
Score for 2B3P_new_278 from FASTA, mean: 3.0805, std: 0.0000, sample size: 1,  global score, mean: 3.0805, std: 0.0000, sample size: 1
Score for 2B3P_new_279 from FASTA, mean: 3.0166, std: 0.0000, sample size: 1,  global score, mean: 3.0166, std: 0.0000, sample size: 1
Score for 2B3P_new_280 from FASTA, mean: 3.1098, std: 0.0000, sample size: 1,  global score, mean: 3.1098, std: 0.0000, sample size: 1
Score for 2B3P_new_281 from FASTA, mean: 3.0687, std: 0.0000, sample size: 1,  global score, mean: 3.0687, std: 0.0000, sample size: 1
Score for 2B3P_new_282 from FASTA, mean: 3.0786, std: 0.0000, sample size: 1,  global score, mean: 3.0786, std: 0.0000, sample size: 1
Score for 2B3P_new_283 from FASTA, mean: 3.0023, std: 0.0000, sample size: 1,  global score, mean: 3.0023, std: 0.0000, sample size: 1
Score for 2B3P_new_284 from FASTA, mean: 3.0348, std: 0.0000, sample size: 1,  global score, mean: 3.0348, std: 0.0000, sample size: 1
Score for 2B3P_new_285 from FASTA, mean: 3.1267, std: 0.0000, sample size: 1,  global score, mean: 3.1267, std: 0.0000, sample size: 1
Score for 2B3P_new_286 from FASTA, mean: 2.9855, std: 0.0000, sample size: 1,  global score, mean: 2.9855, std: 0.0000, sample size: 1
Score for 2B3P_new_287 from FASTA, mean: 3.0666, std: 0.0000, sample size: 1,  global score, mean: 3.0666, std: 0.0000, sample size: 1
Score for 2B3P_new_288 from FASTA, mean: 2.9188, std: 0.0000, sample size: 1,  global score, mean: 2.9188, std: 0.0000, sample size: 1
Score for 2B3P_new_289 from FASTA, mean: 3.0624, std: 0.0000, sample size: 1,  global score, mean: 3.0624, std: 0.0000, sample size: 1
Score for 2B3P_new_290 from FASTA, mean: 3.1095, std: 0.0000, sample size: 1,  global score, mean: 3.1095, std: 0.0000, sample size: 1
Score for 2B3P_new_291 from FASTA, mean: 3.0420, std: 0.0000, sample size: 1,  global score, mean: 3.0420, std: 0.0000, sample size: 1
Score for 2B3P_new_292 from FASTA, mean: 3.1093, std: 0.0000, sample size: 1,  global score, mean: 3.1093, std: 0.0000, sample size: 1
Score for 2B3P_new_293 from FASTA, mean: 3.0619, std: 0.0000, sample size: 1,  global score, mean: 3.0619, std: 0.0000, sample size: 1
Score for 2B3P_new_294 from FASTA, mean: 3.0248, std: 0.0000, sample size: 1,  global score, mean: 3.0248, std: 0.0000, sample size: 1
Score for 2B3P_new_295 from FASTA, mean: 2.9865, std: 0.0000, sample size: 1,  global score, mean: 2.9865, std: 0.0000, sample size: 1
Score for 2B3P_new_296 from FASTA, mean: 3.0036, std: 0.0000, sample size: 1,  global score, mean: 3.0036, std: 0.0000, sample size: 1
Score for 2B3P_new_297 from FASTA, mean: 3.1248, std: 0.0000, sample size: 1,  global score, mean: 3.1248, std: 0.0000, sample size: 1
Score for 2B3P_new_298 from FASTA, mean: 2.9818, std: 0.0000, sample size: 1,  global score, mean: 2.9818, std: 0.0000, sample size: 1
Score for 2B3P_new_299 from FASTA, mean: 3.1084, std: 0.0000, sample size: 1,  global score, mean: 3.1084, std: 0.0000, sample size: 1
Score for 2B3P_new_300 from FASTA, mean: 3.0163, std: 0.0000, sample size: 1,  global score, mean: 3.0163, std: 0.0000, sample size: 1
Score for 2B3P_new_301 from FASTA, mean: 3.1645, std: 0.0000, sample size: 1,  global score, mean: 3.1645, std: 0.0000, sample size: 1
Score for 2B3P_new_302 from FASTA, mean: 3.1148, std: 0.0000, sample size: 1,  global score, mean: 3.1148, std: 0.0000, sample size: 1
Score for 2B3P_new_303 from FASTA, mean: 3.0913, std: 0.0000, sample size: 1,  global score, mean: 3.0913, std: 0.0000, sample size: 1
Score for 2B3P_new_304 from FASTA, mean: 3.0152, std: 0.0000, sample size: 1,  global score, mean: 3.0152, std: 0.0000, sample size: 1
Score for 2B3P_new_305 from FASTA, mean: 3.0150, std: 0.0000, sample size: 1,  global score, mean: 3.0150, std: 0.0000, sample size: 1
Score for 2B3P_new_306 from FASTA, mean: 3.0619, std: 0.0000, sample size: 1,  global score, mean: 3.0619, std: 0.0000, sample size: 1
Score for 2B3P_new_307 from FASTA, mean: 3.1686, std: 0.0000, sample size: 1,  global score, mean: 3.1686, std: 0.0000, sample size: 1
Score for 2B3P_new_308 from FASTA, mean: 3.0669, std: 0.0000, sample size: 1,  global score, mean: 3.0669, std: 0.0000, sample size: 1
Score for 2B3P_new_309 from FASTA, mean: 3.1509, std: 0.0000, sample size: 1,  global score, mean: 3.1509, std: 0.0000, sample size: 1
Score for 2B3P_new_310 from FASTA, mean: 3.1477, std: 0.0000, sample size: 1,  global score, mean: 3.1477, std: 0.0000, sample size: 1
Score for 2B3P_new_311 from FASTA, mean: 3.2037, std: 0.0000, sample size: 1,  global score, mean: 3.2037, std: 0.0000, sample size: 1
Score for 2B3P_new_312 from FASTA, mean: 3.1407, std: 0.0000, sample size: 1,  global score, mean: 3.1407, std: 0.0000, sample size: 1
Score for 2B3P_new_313 from FASTA, mean: 3.0679, std: 0.0000, sample size: 1,  global score, mean: 3.0679, std: 0.0000, sample size: 1
Score for 2B3P_new_314 from FASTA, mean: 3.0478, std: 0.0000, sample size: 1,  global score, mean: 3.0478, std: 0.0000, sample size: 1
Score for 2B3P_new_315 from FASTA, mean: 3.0111, std: 0.0000, sample size: 1,  global score, mean: 3.0111, std: 0.0000, sample size: 1
Score for 2B3P_new_316 from FASTA, mean: 2.9346, std: 0.0000, sample size: 1,  global score, mean: 2.9346, std: 0.0000, sample size: 1
Score for 2B3P_new_317 from FASTA, mean: 3.0848, std: 0.0000, sample size: 1,  global score, mean: 3.0848, std: 0.0000, sample size: 1
Score for 2B3P_new_318 from FASTA, mean: 3.0542, std: 0.0000, sample size: 1,  global score, mean: 3.0542, std: 0.0000, sample size: 1
Score for 2B3P_new_319 from FASTA, mean: 3.0782, std: 0.0000, sample size: 1,  global score, mean: 3.0782, std: 0.0000, sample size: 1
Score for 2B3P_new_320 from FASTA, mean: 2.9917, std: 0.0000, sample size: 1,  global score, mean: 2.9917, std: 0.0000, sample size: 1
Score for 2B3P_new_321 from FASTA, mean: 3.0784, std: 0.0000, sample size: 1,  global score, mean: 3.0784, std: 0.0000, sample size: 1
Score for 2B3P_new_322 from FASTA, mean: 3.1280, std: 0.0000, sample size: 1,  global score, mean: 3.1280, std: 0.0000, sample size: 1
Score for 2B3P_new_323 from FASTA, mean: 2.9283, std: 0.0000, sample size: 1,  global score, mean: 2.9283, std: 0.0000, sample size: 1
Score for 2B3P_new_324 from FASTA, mean: 3.1887, std: 0.0000, sample size: 1,  global score, mean: 3.1887, std: 0.0000, sample size: 1
Score for 2B3P_new_325 from FASTA, mean: 3.1317, std: 0.0000, sample size: 1,  global score, mean: 3.1317, std: 0.0000, sample size: 1
Score for 2B3P_new_326 from FASTA, mean: 2.9965, std: 0.0000, sample size: 1,  global score, mean: 2.9965, std: 0.0000, sample size: 1
Score for 2B3P_new_327 from FASTA, mean: 2.9811, std: 0.0000, sample size: 1,  global score, mean: 2.9811, std: 0.0000, sample size: 1
Score for 2B3P_new_328 from FASTA, mean: 3.0839, std: 0.0000, sample size: 1,  global score, mean: 3.0839, std: 0.0000, sample size: 1
Score for 2B3P_new_329 from FASTA, mean: 3.0165, std: 0.0000, sample size: 1,  global score, mean: 3.0165, std: 0.0000, sample size: 1
Score for 2B3P_new_330 from FASTA, mean: 3.1278, std: 0.0000, sample size: 1,  global score, mean: 3.1278, std: 0.0000, sample size: 1
Score for 2B3P_new_331 from FASTA, mean: 3.0087, std: 0.0000, sample size: 1,  global score, mean: 3.0087, std: 0.0000, sample size: 1
Score for 2B3P_new_332 from FASTA, mean: 3.0799, std: 0.0000, sample size: 1,  global score, mean: 3.0799, std: 0.0000, sample size: 1
Score for 2B3P_new_333 from FASTA, mean: 3.0588, std: 0.0000, sample size: 1,  global score, mean: 3.0588, std: 0.0000, sample size: 1
Score for 2B3P_new_334 from FASTA, mean: 3.0893, std: 0.0000, sample size: 1,  global score, mean: 3.0893, std: 0.0000, sample size: 1
Score for 2B3P_new_335 from FASTA, mean: 3.1040, std: 0.0000, sample size: 1,  global score, mean: 3.1040, std: 0.0000, sample size: 1
Score for 2B3P_new_336 from FASTA, mean: 3.0815, std: 0.0000, sample size: 1,  global score, mean: 3.0815, std: 0.0000, sample size: 1
Score for 2B3P_new_337 from FASTA, mean: 3.0925, std: 0.0000, sample size: 1,  global score, mean: 3.0925, std: 0.0000, sample size: 1
Score for 2B3P_new_338 from FASTA, mean: 2.9705, std: 0.0000, sample size: 1,  global score, mean: 2.9705, std: 0.0000, sample size: 1
Score for 2B3P_new_339 from FASTA, mean: 3.1335, std: 0.0000, sample size: 1,  global score, mean: 3.1335, std: 0.0000, sample size: 1
Score for 2B3P_new_340 from FASTA, mean: 3.0548, std: 0.0000, sample size: 1,  global score, mean: 3.0548, std: 0.0000, sample size: 1
Score for 2B3P_new_341 from FASTA, mean: 3.1414, std: 0.0000, sample size: 1,  global score, mean: 3.1414, std: 0.0000, sample size: 1
Score for 2B3P_new_342 from FASTA, mean: 3.1543, std: 0.0000, sample size: 1,  global score, mean: 3.1543, std: 0.0000, sample size: 1
Score for 2B3P_new_343 from FASTA, mean: 3.1220, std: 0.0000, sample size: 1,  global score, mean: 3.1220, std: 0.0000, sample size: 1
Score for 2B3P_new_344 from FASTA, mean: 3.1323, std: 0.0000, sample size: 1,  global score, mean: 3.1323, std: 0.0000, sample size: 1
Score for 2B3P_new_345 from FASTA, mean: 3.0841, std: 0.0000, sample size: 1,  global score, mean: 3.0841, std: 0.0000, sample size: 1
Score for 2B3P_new_346 from FASTA, mean: 3.1236, std: 0.0000, sample size: 1,  global score, mean: 3.1236, std: 0.0000, sample size: 1
Score for 2B3P_new_347 from FASTA, mean: 3.0683, std: 0.0000, sample size: 1,  global score, mean: 3.0683, std: 0.0000, sample size: 1
Score for 2B3P_new_348 from FASTA, mean: 3.1149, std: 0.0000, sample size: 1,  global score, mean: 3.1149, std: 0.0000, sample size: 1
Score for 2B3P_new_349 from FASTA, mean: 3.0460, std: 0.0000, sample size: 1,  global score, mean: 3.0460, std: 0.0000, sample size: 1
Score for 2B3P_new_350 from FASTA, mean: 3.1197, std: 0.0000, sample size: 1,  global score, mean: 3.1197, std: 0.0000, sample size: 1
Score for 2B3P_new_351 from FASTA, mean: 3.0148, std: 0.0000, sample size: 1,  global score, mean: 3.0148, std: 0.0000, sample size: 1
Score for 2B3P_new_352 from FASTA, mean: 3.0951, std: 0.0000, sample size: 1,  global score, mean: 3.0951, std: 0.0000, sample size: 1
Score for 2B3P_new_353 from FASTA, mean: 2.9368, std: 0.0000, sample size: 1,  global score, mean: 2.9368, std: 0.0000, sample size: 1
Score for 2B3P_new_354 from FASTA, mean: 3.1361, std: 0.0000, sample size: 1,  global score, mean: 3.1361, std: 0.0000, sample size: 1
Score for 2B3P_new_355 from FASTA, mean: 3.0809, std: 0.0000, sample size: 1,  global score, mean: 3.0809, std: 0.0000, sample size: 1
Score for 2B3P_new_356 from FASTA, mean: 3.1602, std: 0.0000, sample size: 1,  global score, mean: 3.1602, std: 0.0000, sample size: 1
Score for 2B3P_new_357 from FASTA, mean: 3.1833, std: 0.0000, sample size: 1,  global score, mean: 3.1833, std: 0.0000, sample size: 1
Score for 2B3P_new_358 from FASTA, mean: 2.9961, std: 0.0000, sample size: 1,  global score, mean: 2.9961, std: 0.0000, sample size: 1
Score for 2B3P_new_359 from FASTA, mean: 3.1089, std: 0.0000, sample size: 1,  global score, mean: 3.1089, std: 0.0000, sample size: 1
Score for 2B3P_new_360 from FASTA, mean: 3.0514, std: 0.0000, sample size: 1,  global score, mean: 3.0514, std: 0.0000, sample size: 1
Score for 2B3P_new_361 from FASTA, mean: 3.1013, std: 0.0000, sample size: 1,  global score, mean: 3.1013, std: 0.0000, sample size: 1
Score for 2B3P_new_362 from FASTA, mean: 3.0310, std: 0.0000, sample size: 1,  global score, mean: 3.0310, std: 0.0000, sample size: 1
Score for 2B3P_new_363 from FASTA, mean: 3.0903, std: 0.0000, sample size: 1,  global score, mean: 3.0903, std: 0.0000, sample size: 1
Score for 2B3P_new_364 from FASTA, mean: 3.1658, std: 0.0000, sample size: 1,  global score, mean: 3.1658, std: 0.0000, sample size: 1
Score for 2B3P_new_365 from FASTA, mean: 3.1054, std: 0.0000, sample size: 1,  global score, mean: 3.1054, std: 0.0000, sample size: 1
Score for 2B3P_new_366 from FASTA, mean: 3.1754, std: 0.0000, sample size: 1,  global score, mean: 3.1754, std: 0.0000, sample size: 1
Score for 2B3P_new_367 from FASTA, mean: 3.1068, std: 0.0000, sample size: 1,  global score, mean: 3.1068, std: 0.0000, sample size: 1
Score for 2B3P_new_368 from FASTA, mean: 3.1084, std: 0.0000, sample size: 1,  global score, mean: 3.1084, std: 0.0000, sample size: 1
Score for 2B3P_new_369 from FASTA, mean: 3.0372, std: 0.0000, sample size: 1,  global score, mean: 3.0372, std: 0.0000, sample size: 1
Score for 2B3P_new_370 from FASTA, mean: 3.0974, std: 0.0000, sample size: 1,  global score, mean: 3.0974, std: 0.0000, sample size: 1
Score for 2B3P_new_371 from FASTA, mean: 3.0730, std: 0.0000, sample size: 1,  global score, mean: 3.0730, std: 0.0000, sample size: 1
Score for 2B3P_new_372 from FASTA, mean: 2.9928, std: 0.0000, sample size: 1,  global score, mean: 2.9928, std: 0.0000, sample size: 1
Score for 2B3P_new_373 from FASTA, mean: 2.9652, std: 0.0000, sample size: 1,  global score, mean: 2.9652, std: 0.0000, sample size: 1
Score for 2B3P_new_374 from FASTA, mean: 3.0848, std: 0.0000, sample size: 1,  global score, mean: 3.0848, std: 0.0000, sample size: 1
Score for 2B3P_new_375 from FASTA, mean: 2.9473, std: 0.0000, sample size: 1,  global score, mean: 2.9473, std: 0.0000, sample size: 1
Score for 2B3P_new_376 from FASTA, mean: 3.0399, std: 0.0000, sample size: 1,  global score, mean: 3.0399, std: 0.0000, sample size: 1
Score for 2B3P_new_377 from FASTA, mean: 3.1509, std: 0.0000, sample size: 1,  global score, mean: 3.1509, std: 0.0000, sample size: 1
Score for 2B3P_new_378 from FASTA, mean: 3.0935, std: 0.0000, sample size: 1,  global score, mean: 3.0935, std: 0.0000, sample size: 1
Score for 2B3P_new_379 from FASTA, mean: 3.0620, std: 0.0000, sample size: 1,  global score, mean: 3.0620, std: 0.0000, sample size: 1
Score for 2B3P_new_380 from FASTA, mean: 2.9407, std: 0.0000, sample size: 1,  global score, mean: 2.9407, std: 0.0000, sample size: 1
Score for 2B3P_new_381 from FASTA, mean: 3.0676, std: 0.0000, sample size: 1,  global score, mean: 3.0676, std: 0.0000, sample size: 1
Score for 2B3P_new_382 from FASTA, mean: 3.1545, std: 0.0000, sample size: 1,  global score, mean: 3.1545, std: 0.0000, sample size: 1
